Name,Count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
FONG,16614,6.16,48940.45,4.62,1.01,84.81,0.1,4.63,4.84
WHITLOCK,16603,6.15,48946.6,80.96,15.2,0.34,0.58,1.49,1.43
LEMUS,16583,6.15,48952.75,5,0.31,0.25,0.22,0.53,93.69
HAWLEY,16578,6.15,48958.9,91.41,4.25,0.45,1.16,1.26,1.47
ULRICH,16575,6.14,48965.04,96.51,0.41,0.46,0.33,0.92,1.37
STAPLES,16572,6.14,48971.18,73.51,21.29,0.49,1.5,1.87,1.33
BOYKIN,16565,6.14,48977.32,45.54,50.89,0.26,0.38,1.61,1.32
KNUTSON,16560,6.14,48983.46,96.71,0.21,0.41,0.4,1.11,1.15
GROVER,16551,6.14,48989.6,85.9,6.1,4.05,0.9,1.58,1.47
HOBSON,16517,6.12,48995.72,70.67,25.15,0.38,0.94,1.53,1.33
CORMIER,16513,6.12,49001.84,84.36,12.26,0.28,0.29,1.34,1.47
DORAN,16509,6.12,49007.96,92.06,1.74,0.79,0.35,1.22,3.84
THAYER,16496,6.12,49014.08,94.62,0.85,0.57,1.31,1.29,1.36
WOODSON,16496,6.12,49020.19,41.6,54.08,0.31,0.34,2.33,1.35
WHITT,16488,6.11,49026.3,86.44,10.27,0.34,0.55,1.32,1.07
HOOKER,16479,6.11,49032.41,73,22.36,0.3,0.44,1.49,2.41
KOHLER,16477,6.11,49038.52,96.32,0.23,0.58,0.4,1.07,1.4
ADDISON,16474,6.11,49044.63,53,42.49,0.38,1.19,1.78,1.17
VANDYKE,16474,6.11,49050.73,91.81,4.77,0.42,0.36,1.21,1.44
SCHRADER,16464,6.1,49056.84,96.88,0.27,0.36,0.26,0.89,1.34
HASKINS,16457,6.1,49062.94,70.67,25.15,0.38,0.74,1.73,1.33
WHITTAKER,16441,6.09,49069.03,78.54,16.67,0.52,0.57,1.83,1.87
MADSEN,16425,6.09,49075.12,95.99,0.4,0.59,0.44,1.07,1.5
GAUTHIER,16419,6.09,49081.21,89.6,5.25,0.38,1.15,1.63,1.99
BURNETTE,16409,6.08,49087.29,75.79,18.24,0.3,3.3,1.46,0.91
KEATING,16392,6.08,49093.37,95.7,1.07,0.52,0.24,1.09,1.38
PURVIS,16381,6.07,49099.44,81.56,15.25,0.36,0.27,1.25,1.31
ALEMAN,16379,6.07,49105.51,8.25,0.48,0.4,0.1,0.37,90.41
HUSTON,16364,6.07,49111.58,87.8,8.12,0.37,0.54,1.5,1.67
HAMLIN,16358,6.06,49117.64,81.33,14.6,0.35,0.78,1.5,1.43
PIMENTEL,16358,6.06,49123.71,23.9,0.51,4.19,0.14,2.21,69.04
GERBER,16348,6.06,49129.77,96.36,0.34,0.49,0.27,0.86,1.68
HOOKS,16341,6.06,49135.82,51.24,44.67,0.25,0.21,1.98,1.66
SCHWAB,16332,6.05,49141.88,96.57,0.23,0.47,0.22,1.13,1.38
HONEYCUTT,16330,6.05,49147.93,92.17,4.2,0.27,1,1.2,1.15
SCHULTE,16327,6.05,49153.98,97.4,0.19,0.37,0.18,0.76,1.11
ALONZO,16326,6.05,49160.04,12.1,2.38,5.82,1.02,0.94,77.74
ISAAC,16312,6.05,49166.08,43.81,39.91,3.64,3.02,2.43,7.2
CONROY,16309,6.05,49172.13,95.38,0.53,0.56,0.66,0.92,1.96
ADLER,16305,6.04,49178.17,95.57,0.56,0.49,0.17,1.31,1.9
EASTMAN,16295,6.04,49184.21,90.4,4.24,0.53,1.58,1.42,1.83
COTTRELL,16288,6.04,49190.25,85.71,10.65,0.38,0.52,1.46,1.29
OROURKE,16263,6.03,49196.28,95.67,0.45,0.49,0.56,1.1,1.74
HAWK,16240,6.02,49202.3,87.18,6.61,0.44,2.87,1.64,1.26
GOLDSMITH,16238,6.02,49208.32,81.27,15.41,0.47,0.34,1.17,1.34
CRANDALL,16212,6.01,49214.33,93.85,2.5,0.47,0.36,1.3,1.52
RADER,16212,6.01,49220.34,94.42,1.1,0.81,0.67,1.25,1.75
REYNOSO,16208,6.01,49226.35,4,0.27,1.66,0.22,0.29,93.56
SHOOK,16202,6.01,49232.35,95.9,0.66,0.31,0.67,1.33,1.12
ABERNATHY,16194,6,49238.36,80.03,16.55,0.41,0.51,1.33,1.17
BAER,16165,5.99,49244.35,96.1,0.45,0.72,0.26,1.01,1.45
OLIVAS,16164,5.99,49250.34,6.66,0.31,1.11,0.56,0.58,90.78
GRAYSON,16158,5.99,49256.33,52.79,41.65,0.53,1.05,2.33,1.65
BARTLEY,16154,5.99,49262.32,80.59,14.98,0.69,0.97,1.31,1.46
HENNING,16153,5.99,49268.31,93.38,3.6,0.4,0.42,1.08,1.12
PARR,16120,5.98,49274.28,89.75,4.79,1.48,0.59,1.48,1.91
DUFF,16119,5.98,49280.26,87.34,8.62,0.54,0.36,1.56,1.58
BRUNSON,16118,5.97,49286.23,52.49,43.79,0.29,0.32,1.72,1.4
BAUM,16109,5.97,49292.2,95.44,1.64,0.55,0.23,1.05,1.1
ENNIS,16102,5.97,49298.17,85.24,10.74,0.45,0.57,1.5,1.49
LAUGHLIN,16097,5.97,49304.14,93.88,1.75,0.34,1.11,1.18,1.75
FOOTE,16093,5.97,49310.1,83.16,11.34,0.44,1.84,1.57,1.65
VALADEZ,16083,5.96,49316.07,5.07,0.14,0.17,0.32,0.3,94.01
ADAMSON,16080,5.96,49322.03,87.8,8.33,0.38,0.55,1.42,1.53
BEGAY,16076,5.96,49327.99,1.59,0.3,0.24,94.98,1.51,1.37
STOVALL,16073,5.96,49333.94,60.09,35.27,0.37,0.6,2.08,1.58
LINCOLN,16070,5.96,49339.9,77.44,13.69,1.14,3.78,2.15,1.79
CHEUNG,16067,5.96,49345.86,1.4,(S),95.93,(S),2.02,0.52
MALLOY,16056,5.95,49351.81,79.7,16.98,0.39,0.32,1.37,1.24
RIDER,16048,5.95,49357.76,91.35,3.75,0.49,1.66,1.46,1.29
GIORDANO,16036,5.94,49363.7,95.17,0.37,0.4,0.1,1.04,2.92
JANSEN,16036,5.94,49369.65,95.22,0.62,0.75,0.6,1.2,1.6
LOPES,16029,5.94,49375.59,51.21,6.44,2.38,0.47,15.07,24.42
ARNETT,16027,5.94,49381.53,87.73,8.44,0.5,0.59,1.37,1.37
PENDLETON,16026,5.94,49387.47,75.07,20.49,0.53,0.86,1.67,1.38
GAGE,16022,5.94,49393.41,84.14,11.19,0.51,0.78,1.49,1.9
BARRAGAN,16021,5.94,49399.35,4.16,0.11,0.09,0.17,0.26,95.2
KEYES,16020,5.94,49405.29,67.05,23.75,0.89,0.69,1.72,5.91
NAVARRETE,16010,5.93,49411.22,3.92,0.16,2.07,0.13,0.39,93.32
AMADOR,15997,5.93,49417.15,9.6,0.26,1.54,0.44,0.61,87.54
HOFFMANN,15970,5.92,49423.07,96.56,0.21,0.48,0.13,0.7,1.93
HAWTHORNE,15968,5.92,49428.99,61.2,34.75,0.23,0.58,1.86,1.38
SCHILLING,15968,5.92,49434.91,96.52,0.26,0.52,0.29,0.92,1.48
PERDUE,15958,5.92,49440.83,82.47,13.96,0.28,0.61,1.32,1.35
SCHREIBER,15945,5.91,49446.74,96.96,0.18,0.4,0.19,0.77,1.51
AREVALO,15942,5.91,49452.65,4.27,0.32,3.26,0.16,0.41,91.59
NAYLOR,15930,5.91,49458.55,84.73,11.5,0.55,0.6,1.32,1.31
DELUCA,15928,5.9,49464.46,95.91,0.29,0.28,0.1,1.12,2.3
MARCUM,15925,5.9,49470.36,95.79,0.77,0.39,0.58,1.2,1.27
ALTMAN,15916,5.9,49476.26,94.09,2.58,0.43,0.35,1.07,1.48
MARK,15916,5.9,49482.16,71.7,12.38,9.53,2.1,2.06,2.22
CHADWICK,15913,5.9,49488.06,90.54,5.39,0.43,0.52,1.41,1.72
DOAN,15902,5.89,49493.95,37.94,0.64,58.62,0.27,1.79,0.74
EASLEY,15902,5.89,49499.85,64.88,30.1,0.42,1.02,2.06,1.53
LADD,15898,5.89,49505.74,88.81,6.38,0.53,0.95,1.48,1.84
WOODALL,15877,5.89,49511.63,85.49,10.42,0.38,0.89,1.47,1.34
BETANCOURT,15876,5.89,49517.51,9.56,1,0.16,0.29,0.4,88.59
SHIN,15857,5.88,49523.39,2.72,0.4,94.77,(S),1.7,(S)
MAGUIRE,15853,5.88,49529.27,96.8,0.21,0.47,0.22,0.95,1.36
BELLAMY,15850,5.88,49535.14,43.46,52.52,0.37,0.35,1.73,1.56
QUINTANILLA,15849,5.88,49541.02,4.99,0.41,1.93,0.15,0.68,91.84
HAM,15843,5.87,49546.89,69.72,11.72,14.11,0.44,1.62,2.39
SORENSON,15833,5.87,49552.76,95.85,0.27,0.58,0.57,1.38,1.35
MATTSON,15825,5.87,49558.63,95.44,0.35,0.78,0.67,1.42,1.35
BRENNER,15809,5.86,49564.49,96.15,0.37,0.5,0.42,0.9,1.65
MEANS,15808,5.86,49570.35,66.23,28.28,0.47,1.68,1.8,1.54
FAUST,15799,5.86,49576.2,86.8,9.91,0.41,0.36,0.94,1.59
CALLOWAY,15784,5.85,49582.06,40.41,55.42,0.34,0.37,2.25,1.22
OJEDA,15780,5.85,49587.91,5.61,0.45,0.85,0.21,0.35,92.53
MCNALLY,15768,5.85,49593.75,95.25,1.21,0.47,0.25,0.94,1.88
DIETRICH,15761,5.84,49599.59,96.35,0.48,0.51,0.31,0.87,1.48
RANSOM,15754,5.84,49605.43,56.72,36.77,0.44,2.34,2.05,1.67
HARE,15739,5.83,49611.27,86.54,9.19,0.41,1.07,1.45,1.33
FELTON,15734,5.83,49617.1,53.14,42.56,0.36,0.44,1.84,1.67
WHITING,15719,5.83,49622.93,78.77,16.21,0.55,1.13,1.6,1.74
BURKHART,15718,5.83,49628.75,96,0.27,0.47,0.61,1.16,1.49
CLINTON,15714,5.83,49634.58,67.62,26.15,0.41,1.51,2.25,2.06
SCHWARZ,15713,5.82,49640.4,96.49,0.19,0.48,0.1,0.92,1.82
CLEARY,15685,5.81,49646.22,94.54,2.37,0.42,0.19,1.03,1.45
WETZEL,15674,5.81,49652.03,96.34,0.46,0.48,0.35,0.94,1.42
REAGAN,15673,5.81,49657.84,93.59,2.28,0.53,0.66,1.27,1.68
STJOHN,15663,5.81,49663.64,88.26,5.1,0.52,2.23,1.56,2.33
CHOW,15650,5.8,49669.45,3.55,0.59,88.97,0.1,3.73,3.06
HAUSER,15648,5.8,49675.25,93.77,2.92,0.41,0.27,1.11,1.52
DUPREE,15647,5.8,49681.05,51.79,43.47,0.19,0.94,2.04,1.58
BRANNON,15640,5.8,49686.84,81.83,14.15,0.4,0.81,1.41,1.41
LYLES,15632,5.79,49692.64,41.81,53.28,0.24,0.45,2.11,2.12
PRATHER,15631,5.79,49698.43,77.68,18.39,0.34,0.7,1.5,1.38
WILLOUGHBY,15622,5.79,49704.22,84.18,11.48,0.56,0.86,1.72,1.21
SEPULVEDA,15611,5.79,49710.01,8.07,0.25,0.4,0.34,0.38,90.55
NUGENT,15599,5.78,49715.79,90.35,5.4,0.88,0.3,1.29,1.78
PICKENS,15597,5.78,49721.58,58.63,37.6,0.28,0.57,1.65,1.26
JOINER,15595,5.78,49727.36,66.34,30,0.41,0.44,1.24,1.56
MOSHER,15595,5.78,49733.14,95.76,0.34,0.56,0.4,1.33,1.61
STONER,15590,5.78,49738.92,92.7,4.14,0.36,0.45,1.06,1.29
DOWLING,15581,5.78,49744.69,89.74,6.53,0.42,0.4,1.1,1.8
TRIMBLE,15576,5.77,49750.47,82.31,13.73,0.39,0.69,1.27,1.62
VALDES,15567,5.77,49756.24,12.14,0.71,0.99,0.09,0.47,85.6
CHEEK,15566,5.77,49762.01,81.59,13.43,0.58,1.2,1.77,1.43
SCRUGGS,15562,5.77,49767.78,63.76,32.62,0.33,0.35,1.56,1.37
COY,15561,5.77,49773.54,83.75,7.58,0.47,0.62,1.49,6.09
TILLEY,15560,5.77,49779.31,89.34,6.83,0.36,0.95,1.32,1.2
BARNEY,15556,5.77,49785.08,80.19,12.72,0.45,3.21,1.53,1.9
SAYLOR,15547,5.76,49790.84,94.11,2.57,0.36,0.53,0.98,1.45
NAGY,15545,5.76,49796.61,96.06,0.3,0.51,0.21,1.35,1.56
HORVATH,15538,5.76,49802.36,96.76,0.24,0.41,0.11,1.02,1.46
LAI,15490,5.74,49808.11,3.72,(S),92.21,(S),2.92,0.74
COREY,15488,5.74,49813.85,90.06,5.69,0.54,0.46,1.62,1.62
RUTH,15481,5.74,49819.59,84.76,10.92,0.63,0.45,1.47,1.77
SAUER,15474,5.74,49825.32,96.62,0.31,0.62,0.18,0.96,1.31
BARON,15464,5.73,49831.06,84.82,3.05,1.56,0.13,1.39,9.05
THAO,15463,5.73,49836.79,0.57,(S),93.66,(S),5.13,0.49
ROWELL,15457,5.73,49842.52,82.31,13.9,0.4,0.75,1.35,1.29
GRUBBS,15453,5.73,49848.25,85.85,10.08,0.37,0.93,1.38,1.4
HILLMAN,15448,5.73,49853.97,82.7,13.26,0.52,0.56,1.5,1.47
SCHAEFFER,15448,5.73,49859.7,94.58,1.29,0.54,0.95,0.91,1.73
SAMS,15446,5.73,49865.42,77.52,18.67,0.48,0.65,1.41,1.28
HOGUE,15442,5.72,49871.15,82.99,10.87,1.24,1.38,1.68,1.84
HUTSON,15430,5.72,49876.87,86.4,10.17,0.41,0.49,1.32,1.21
BUSBY,15424,5.72,49882.59,79.45,16.11,0.4,0.65,1.77,1.63
NICKERSON,15409,5.71,49888.3,78.6,17.29,0.42,0.66,1.39,1.65
BRUNER,15404,5.71,49894.01,86.18,8.01,0.35,1.86,2.13,1.47
PARHAM,15387,5.7,49899.71,48.91,46.91,0.39,0.39,1.7,1.7
ANDERS,15375,5.7,49905.41,88.89,7.34,0.45,0.32,1.4,1.61
RENDON,15375,5.7,49911.11,8.42,0.32,0.72,0.43,0.49,89.62
LOMBARDO,15368,5.7,49916.81,94.88,0.33,0.23,0.06,1.12,3.39
IVERSON,15366,5.7,49922.5,89.05,7.34,0.44,0.37,1.2,1.59
KINSEY,15357,5.69,49928.2,78.68,16.87,0.36,0.95,1.5,1.63
EARL,15347,5.69,49933.89,74.49,21.12,0.37,0.71,1.5,1.8
BORDEN,15342,5.69,49939.57,81.66,13.45,0.78,0.44,1.53,2.14
JEAN,15321,5.68,49945.25,31.68,55.47,2.34,0.52,7.61,2.38
TITUS,15321,5.68,49950.93,82.04,11.51,1.38,1.7,1.64,1.73
TELLEZ,15320,5.68,49956.61,5.35,0.14,0.2,0.29,0.4,93.62
BEAVERS,15316,5.68,49962.29,79,16.63,0.29,0.97,1.66,1.44
CORNETT,15314,5.68,49967.97,92.64,4,0.33,0.42,1.51,1.1
SOTELO,15308,5.67,49973.64,5.57,0.21,1.94,0.42,0.66,91.19
KELLOGG,15302,5.67,49979.31,90.81,5.01,0.61,0.68,1.31,1.58
BURNHAM,15299,5.67,49984.98,92.73,3.43,0.49,0.64,1.22,1.5
MCNAIR,15299,5.67,49990.66,42.79,52.96,0.37,0.5,2.01,1.37
SILVERMAN,15299,5.67,49996.33,96.79,0.73,0.48,0.07,0.78,1.15
JERNIGAN,15298,5.67,50002,78.45,17.94,0.33,0.69,1.32,1.28
ESCAMILLA,15278,5.66,50007.66,4.53,0.2,0.36,0.31,0.32,94.28
BARROW,15277,5.66,50013.32,70.12,24.6,0.35,0.56,1.77,2.61
COATS,15265,5.66,50018.98,75.47,19.33,0.39,1.12,1.61,2.07
LONDON,15265,5.66,50024.64,59.88,35.14,0.48,0.66,1.77,2.08
REDDING,15264,5.66,50030.3,72.37,23.66,0.27,0.56,1.43,1.7
RUFFIN,15263,5.66,50035.96,15.32,81.05,0.24,0.2,1.87,1.32
YI,15254,5.65,50041.61,1.53,(S),95.02,(S),1.89,1.35
BOUDREAUX,15240,5.65,50047.26,87.68,8.88,0.3,0.57,1.33,1.23
GOODSON,15229,5.65,50052.91,72.88,22.87,0.35,0.72,1.71,1.47
DOWELL,15226,5.64,50058.55,77.51,18.87,0.3,0.45,1.31,1.57
FENTON,15220,5.64,50064.19,90.48,5.69,0.51,0.4,1.2,1.73
MOCK,15208,5.64,50069.83,87.07,6.5,2.89,0.47,1.14,1.93
DOZIER,15207,5.64,50075.47,48.58,47.12,0.26,0.37,2.11,1.55
BYNUM,15204,5.64,50081.1,47.64,48.11,0.39,0.61,1.95,1.3
GALE,15193,5.63,50086.74,85.14,9.2,0.9,0.74,1.67,2.35
JOLLY,15166,5.62,50092.36,78,17.2,1.77,0.61,1.16,1.26
BECKMAN,15164,5.62,50097.98,94.86,1.77,0.38,0.53,1.17,1.29
GODDARD,15157,5.62,50103.6,88.05,7.23,0.53,0.79,1.56,1.83
CRAVEN,15149,5.62,50109.21,91.48,5.23,0.32,0.5,1.24,1.23
WHITMORE,15135,5.61,50114.83,77.22,18.74,0.46,0.54,1.78,1.26
LEARY,15127,5.61,50120.43,83.12,13.62,0.73,0.17,1.09,1.26
MCCLOUD,15125,5.61,50126.04,52.84,40.92,0.28,2.52,2.04,1.4
GAMBOA,15117,5.6,50131.64,7.2,0.98,7.15,0.33,1.25,83.09
KERNS,15113,5.6,50137.25,92.6,3.51,0.37,0.95,1.36,1.21
BRUNNER,15105,5.6,50142.84,93.19,3.42,0.47,0.38,1.08,1.46
HOUGH,15090,5.59,50148.44,85.73,10.21,0.72,0.66,1.23,1.44
NEGRON,15090,5.59,50154.03,7.21,1.09,0.22,0.14,0.45,90.89
CUTLER,15087,5.59,50159.63,88.68,7.63,0.57,0.51,1.34,1.27
LEDESMA,15077,5.59,50165.21,7.6,0.25,3.66,0.42,0.77,87.29
PYLE,15066,5.58,50170.8,94.72,1.6,0.37,0.64,1.17,1.49
MONAHAN,15058,5.58,50176.38,96.47,0.18,0.53,0.33,0.76,1.73
TABOR,15058,5.58,50181.96,87.02,7.66,0.85,0.74,1.66,2.07
BURK,15048,5.58,50187.54,92.52,3.32,0.44,0.6,1.29,1.83
LEONE,15047,5.58,50193.12,94.6,0.86,0.57,0.31,1.44,2.21
STAUFFER,15045,5.58,50198.7,97.2,0.2,0.23,0.21,0.91,1.26
HAYWARD,15044,5.58,50204.27,73.26,21.81,0.57,0.98,1.89,1.48
DRIVER,15036,5.57,50209.85,74.53,20.22,0.56,1.62,1.78,1.3
RUFF,15035,5.57,50215.42,75.52,20.96,0.37,0.41,1.42,1.32
TALBOT,15027,5.57,50220.99,93.13,3.21,0.53,0.5,1.08,1.55
SEALS,15020,5.57,50226.56,55.09,40.41,0.28,1.08,1.78,1.36
BOSTON,15003,5.56,50232.12,54.8,40.72,0.49,0.83,1.63,1.53
CARBAJAL,14993,5.56,50237.68,4.36,0.47,0.76,0.29,0.37,93.75
FAY,14992,5.56,50243.24,93.33,2.03,0.82,0.42,1.33,2.07
PURDY,14987,5.56,50248.79,89.6,4.7,1.28,0.54,2.07,1.81
MCGREGOR,14969,5.55,50254.34,83.46,12.49,0.36,0.53,1.59,1.56
SUN,14962,5.55,50259.89,2.78,0.18,93.46,0.33,2.5,0.76
ORELLANA,14943,5.54,50265.43,4.37,0.37,0.34,0.14,0.47,94.31
GENTILE,14938,5.54,50270.96,96.28,0.42,0.31,0.11,0.88,2.01
MAHAN,14937,5.54,50276.5,87.95,6.88,0.7,0.78,1.79,1.89
BROWER,14930,5.53,50282.03,88.05,7.05,0.46,1.39,1.35,1.69
PATINO,14929,5.53,50287.57,7.94,0.21,0.85,0.13,0.34,90.54
THURSTON,14918,5.53,50293.1,85.8,10.24,0.48,0.42,1.66,1.39
SHIPMAN,14917,5.53,50298.63,81.6,13.99,0.49,0.82,1.64,1.46
AARON,14904,5.52,50304.15,69.85,24.76,0.95,0.55,1.61,2.28
TORREZ,14904,5.52,50309.68,7.69,0.45,0.24,0.83,0.45,90.34
CALL,14903,5.52,50315.2,94.91,1.13,0.5,0.46,1.02,1.98
WEINER,14903,5.52,50320.73,96.81,0.34,0.42,0.03,0.98,1.42
WILBURN,14899,5.52,50326.25,68.82,26.52,0.28,0.65,1.85,1.88
OLIVA,14892,5.52,50331.77,28.51,0.56,3.16,0.13,0.85,66.79
HAIRSTON,14891,5.52,50337.29,12.37,83.04,0.2,0.21,2.91,1.27
COLEY,14879,5.52,50342.81,54.12,40.76,0.49,0.9,2.09,1.63
HUMMEL,14878,5.52,50348.32,97.21,0.13,0.47,0.14,0.83,1.22
ARREOLA,14874,5.51,50353.84,2.62,0.16,2.03,0.19,0.41,94.59
WATT,14872,5.51,50359.35,80.96,13.37,1.12,1.01,1.84,1.71
SHARMA,14870,5.51,50364.86,4.23,0.62,85.65,0.44,8.03,1.03
LENTZ,14869,5.51,50370.37,96.14,0.92,0.46,0.32,1.08,1.09
ARCE,14855,5.51,50375.88,8.07,0.79,4.07,0.31,0.82,85.94
POWER,14846,5.5,50381.38,90.93,4.67,0.77,0.41,1.37,1.85
LONGORIA,14843,5.5,50386.89,9.38,0.25,0.2,0.24,0.41,89.52
WAGONER,14841,5.5,50392.39,93.46,2.84,0.49,0.69,1.27,1.25
BURR,14839,5.5,50397.89,88.1,7.2,0.49,1.17,1.61,1.43
HSU,14838,5.5,50403.39,1.82,(S),95.36,(S),2.46,0.26
TINSLEY,14834,5.5,50408.89,65.38,30.49,0.37,0.47,1.75,1.54
BEEBE,14813,5.49,50414.38,94.01,1.22,0.57,0.88,1.66,1.66
WRAY,14812,5.49,50419.87,84.82,11.69,0.33,0.48,1.52,1.17
NUNN,14792,5.48,50425.35,70.69,24.25,0.66,0.72,1.83,1.85
PRIETO,14786,5.48,50430.83,8.56,0.52,1.58,0.37,0.53,88.44
GERMAN,14769,5.47,50436.31,64.31,14.05,0.81,0.66,1.74,18.44
ROWLEY,14760,5.47,50441.78,92,4.19,0.47,0.41,1.27,1.66
BRITO,14740,5.46,50447.24,10.29,1.82,0.73,0.18,3.2,83.78
GRUBB,14740,5.46,50452.71,95.81,1.62,0.38,0.35,0.87,0.98
ROYAL,14739,5.46,50458.17,55.46,39.67,0.37,0.45,1.85,2.21
VALENTIN,14720,5.46,50463.63,9.74,3.06,1.56,0.13,0.94,84.58
BARTHOLOMEW,14696,5.45,50469.08,88.06,7.57,0.45,0.63,1.67,1.62
SCHULER,14695,5.45,50474.52,93.79,2.72,0.48,0.63,1.05,1.33
ARANDA,14683,5.44,50479.97,7.14,0.49,2.49,0.3,0.47,89.11
FLINT,14683,5.44,50485.41,86.88,9.4,0.4,0.4,1.41,1.51
HEARN,14680,5.44,50490.85,77.51,18.72,0.41,0.35,1.19,1.83
VENEGAS,14677,5.44,50496.29,4.73,0.18,0.56,0.35,0.33,93.86
UNGER,14668,5.44,50501.73,95.44,1.1,0.5,0.58,1.08,1.31
MATTINGLY,14661,5.43,50507.16,95.55,1.48,0.4,0.63,1,0.95
BOLES,14644,5.43,50512.59,83.38,12.82,0.39,0.5,1.69,1.22
BARGER,14635,5.43,50518.02,93.88,2.28,0.25,1.06,1.15,1.38
CASAS,14635,5.43,50523.44,6.63,0.13,1.35,0.14,0.33,91.41
JULIAN,14625,5.42,50528.86,77.07,7.65,4.49,1.32,1.65,7.82
DOW,14622,5.42,50534.28,84.16,9.59,1.25,0.96,1.43,2.61
DOBBINS,14615,5.42,50539.7,73.14,22.88,0.37,0.71,1.72,1.18
VANN,14602,5.41,50545.11,55.5,31.7,4.55,3.63,2.73,1.89
CHESTER,14595,5.41,50550.53,68.46,26.54,0.58,1.27,1.79,1.37
STRANGE,14582,5.41,50555.93,83.53,12.8,0.32,0.54,1.4,1.41
LEMON,14573,5.4,50561.33,63.9,28.96,0.8,0.62,1.66,4.07
KAHN,14570,5.4,50566.73,88.13,1.56,5.4,0.42,2.49,1.99
MCKINNON,14566,5.4,50572.13,72.55,23.09,0.43,0.61,1.5,1.83
GANNON,14565,5.4,50577.53,95.82,0.73,0.5,0.24,1.29,1.42
WAGGONER,14556,5.4,50582.93,93.38,2.62,0.36,0.78,1.42,1.44
CONN,14553,5.39,50588.32,93.11,2.6,0.44,1.06,1.47,1.33
MEEK,14549,5.39,50593.72,92.85,2.32,0.58,0.79,1.4,2.06
CAVAZOS,14543,5.39,50599.11,6.45,0.15,0.14,0.14,0.35,92.77
SKELTON,14542,5.39,50604.5,90.49,5.71,0.54,0.51,1.4,1.35
LO,14534,5.39,50609.89,2.64,1.09,91.93,0.05,3.38,0.92
KUMAR,14517,5.38,50615.27,5.13,0.7,83.83,0.32,8.87,1.16
TOLEDO,14514,5.38,50620.65,9.73,0.5,5.99,8.25,1.65,73.89
LORENZ,14501,5.38,50626.02,95.09,0.43,0.72,0.34,0.99,2.43
VALLEJO,14484,5.37,50631.39,6.59,0.39,1.88,0.29,0.6,90.26
STARKEY,14483,5.37,50636.76,90.4,5.53,0.51,0.84,1.28,1.44
KITCHEN,14478,5.37,50642.13,81.2,14.55,0.43,0.84,1.62,1.37
REAVES,14465,5.36,50647.49,58.22,38.28,0.28,0.35,1.73,1.15
DEMARCO,14463,5.36,50652.85,95.91,0.63,0.35,0.13,0.97,2.01
FARRAR,14451,5.36,50658.21,81.93,13.81,0.45,0.35,1.85,1.62
STEARNS,14444,5.35,50663.56,92.56,3.01,0.57,0.8,1.13,1.92
MICHAUD,14408,5.34,50668.9,93.18,2.77,0.47,0.53,1.82,1.23
HIGGINBOTHAM,14404,5.34,50674.24,90.31,6.54,0.39,0.4,1.08,1.28
FERNANDES,14385,5.33,50679.58,60.23,5.12,9.27,0.34,13.24,11.8
ISAACS,14379,5.33,50684.91,85.6,8.47,0.92,1.11,2.27,1.63
MARION,14364,5.32,50690.23,73.57,21.14,0.58,0.99,1.62,2.1
GUILLORY,14351,5.32,50695.55,50.99,43.29,0.24,0.35,2.72,2.41
PRIEST,14350,5.32,50700.87,89.99,5.78,0.49,0.79,1.44,1.52
MEEHAN,14348,5.32,50706.19,95.95,0.25,0.56,0.31,0.93,1.99
OLIVEIRA,14341,5.32,50711.51,76.7,1.58,1,0.12,13.41,7.2
PALMA,14339,5.32,50716.82,27.16,0.96,5.66,0.32,1.04,64.85
OSWALD,14332,5.31,50722.13,96.29,0.66,0.4,0.29,0.83,1.53
GALVEZ,14311,5.31,50727.44,5.41,0.52,6.48,0.27,0.87,86.44
LOOMIS,14311,5.31,50732.74,95.84,0.39,0.41,0.49,1.27,1.6
LIND,14302,5.3,50738.05,90.64,1.29,0.84,1.23,1.5,4.5
MENA,14299,5.3,50743.35,8.28,0.9,0.72,0.23,0.7,89.17
STCLAIR,14296,5.3,50748.65,87.09,7.1,0.45,2.01,1.72,1.63
HINDS,14291,5.3,50753.94,67.26,26.56,0.43,0.64,2.34,2.76
REARDON,14287,5.3,50759.24,95.7,1.14,0.43,0.2,1.05,1.47
ALLEY,14285,5.3,50764.53,92.94,3.21,0.42,0.43,1.53,1.48
BARTH,14283,5.29,50769.83,96.07,0.94,0.41,0.3,0.85,1.43
CROOK,14279,5.29,50775.12,85.01,11.13,0.47,0.83,1.28,1.29
BLISS,14273,5.29,50780.41,93.79,1.74,0.68,0.87,1.46,1.46
NAGEL,14270,5.29,50785.7,96.29,0.3,0.65,0.4,0.93,1.44
BANUELOS,14260,5.29,50790.99,3.3,0.1,0.23,0.27,0.22,95.88
PARISH,14250,5.28,50796.27,82.72,11.65,0.79,1.56,1.65,1.63
HARMAN,14237,5.28,50801.55,95.1,1.32,0.51,0.4,1.31,1.37
DOUGLASS,14236,5.28,50806.83,84.41,12.03,0.47,0.27,1.35,1.46
KEARNS,14234,5.28,50812.1,93.97,2.56,0.64,0.28,1.24,1.31
NEWCOMB,14230,5.28,50817.38,94.53,1.7,0.59,0.44,1.6,1.15
MULLIGAN,14229,5.27,50822.65,93.34,3.23,0.61,0.27,0.94,1.61
COUGHLIN,14226,5.27,50827.93,96.96,0.21,0.49,0.15,0.8,1.39
